Location Name,Customer Name,Ship To Name,Part Name,PO Number,Job Number,OEM Number,Customer Part Number,Received Date,Kitting Boxing Date,Job Status Code,Work Order Status,Job Status,Barcode,CycleCount,Serial Number,Parameter,DC_Status,Lower Limit,Measurement MIN,Measurement MAX,Measurement AVG,Upper Limit,DMR ID,Tag,DMR Opened Date,DMR Closed Date,DMR Problem Description,DMR Problem Details,DMR Resolution Category,DMR Resolution Details,Customer ID,Historical Cycle Count,Kit Number,Measurement Count,Measurement Total,Normalize Statistics,PF Created Date,PF last updated date,Process Flow ID,PS Cycle Count,Ship to Customer,Work Order Status ID,WP Customer Part Number,WP Part ID
Location 2,,,Part 1,,,,,12/06/2017,12/16/2017 12:04:09 AM,,,,,20,SN10,CDI - Upper Lip Radial Thickness,Pass,0.326,0.336,0.336,0.336,0.364,,,,,,,,,,,,,,,,,,,,,,
Location 2,,,Part 1,,,,,12/06/2017,12/16/2017 12:04:09 AM,,,,,20,SN10,CDI - Avg Wall Cell Thickness,Pass,0.126,0.126,0.126,0.126,0.141,,,,,,,,,,,,,,,,,,,,,,
Location 2,,,Part 1,,,,,12/06/2017,12/16/2017 12:04:09 AM,,,,,20,SN10,CDI - Distance,Pass,0.572,0.588,0.588,0.588,0.592,,,,,,,,,,,,,,,,,,,,,,
Location 2,,,Part 1,,,,,12/06/2017,12/16/2017 12:04:09 AM,,,,,20,SN10,Surface Roughness- Post Blast,Pass,200,262,288,272.75,300,,,,,,,,,,,,,,,,,,,,,,
Location 2,,,Part 1,,,,,12/06/2017,12/16/2017 12:04:09 AM,,,,,20,SN10,Inner Cells,Pass,0,293,458,380.5,1000,,,,,,,,,,,,,,,,,,,,,,
Location 2,,,Part 1,,,,,12/06/2017,12/16/2017 12:04:09 AM,,,,,20,SN10,Particle Values ( <1.0 p/cm2 at 0.3um),Pass,0,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,
Location 2,,,Part 1,,,,,01/03/2018,1/16/2018 7:25:17 PM,,,,,22,SN10,Incoming Weight,Pass,15,26.8,26.8,26.8,50,,,,,,,,,,,,,,,,,,,,,,
Location 2,,,Part 1,,,,,01/03/2018,1/16/2018 7:25:17 PM,,,,,22,SN10,Post Strip Weight,Pass,15,18.4,18.4,18.4,50,,,,,,,,,,,,,,,,,,,,,,
Location 2,,,Part 1,,,,,01/03/2018,1/16/2018 7:25:17 PM,,,,,22,SN10,CDI - Flatness,Pass,0,0.002,0.002,0.002,0.002,,,,,,,,,,,,,,,,,,,,,,
Location 2,,,Part 1,,,,,01/03/2018,1/16/2018 7:25:17 PM,,,,,22,SN10,CDI - Diameter (Inner)- Post Strip,Pass,17.608,17.644,17.644,17.644,17.656,,,,,,,,,,,,,,,,,,,,,,
Location 2,,,Part 1,,,,,01/03/2018,1/16/2018 7:25:17 PM,,,,,22,SN10,CDI - Upper Lip Radial Thickness,Pass,0.326,0.336,0.336,0.336,0.364,,,,,,,,,,,,,,,,,,,,,,
Location 2,,,Part 1,,,,,01/03/2018,1/16/2018 7:25:17 PM,,,,,22,SN10,CDI - Avg Wall Cell Thickness,Pass,0.126,0.127,0.127,0.127,0.141,,,,,,,,,,,,,,,,,,,,,,
Location 2,,,Part 1,,,,,01/03/2018,1/16/2018 7:25:17 PM,,,,,22,SN10,CDI - Distance,Pass,0.572,0.586,0.586,0.586,0.592,,,,,,,,,,,,,,,,,,,,,,
Location 2,,,Part 1,,,,,01/03/2018,1/16/2018 7:25:17 PM,,,,,22,SN10,Surface Roughness- Post Blast,Pass,200,244,264,258,300,,,,,,,,,,,,,,,,,,,,,,
Location 2,,,Part 1,,,,,01/03/2018,1/16/2018 7:25:17 PM,,,,,22,SN10,Inner Cells,Pass,0,254,366,314.5,1000,,,,,,,,,,,,,,,,,,,,,,
Location 2,,,Part 1,,,,,01/03/2018,1/16/2018 7:25:17 PM,,,,,22,SN10,Particle Values ( <1.0 p/cm2 at 0.3um),Pass,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,
Location 2,,,Part 1,,,,,02/02/2018,2/15/2018 12:06:05 AM,,,,,23,SN10,Incoming Weight,Pass,15,28.8,28.8,28.8,50,,,,,,,,,,,,,,,,,,,,,,
Location 2,,,Part 1,,,,,02/02/2018,2/15/2018 12:06:05 AM,,,,,23,SN10,Post Strip Weight,Pass,15,18.6,18.6,18.6,50,,,,,,,,,,,,,,,,,,,,,,
Location 2,,,Part 1,,,,,02/02/2018,2/15/2018 12:06:05 AM,,,,,23,SN10,CDI - Flatness,Pass,0,0.001,0.001,0.001,0.002,,,,,,,,,,,,,,,,,,,,,,
Location 2,,,Part 1,,,,,02/02/2018,2/15/2018 12:06:05 AM,,,,,23,SN10,CDI - Diameter (Inner)- Post Strip,Pass,17.608,17.645,17.645,17.645,17.656,,,,,,,,,,,,,,,,,,,,,,
Location 2,,,Part 1,,,,,02/02/2018,2/15/2018 12:06:05 AM,,,,,23,SN10,CDI - Upper Lip Radial Thickness,Pass,0.326,0.335,0.335,0.335,0.364,,,,,,,,,,,,,,,,,,,,,,
Location 2,,,Part 1,,,,,02/02/2018,2/15/2018 12:06:05 AM,,,,,23,SN10,CDI - Avg Wall Cell Thickness,Pass,0.126,0.128,0.128,0.128,0.141,,,,,,,,,,,,,,,,,,,,,,
Location 2,,,Part 1,,,,,02/02/2018,2/15/2018 12:06:05 AM,,,,,23,SN10,CDI - Distance,Pass,0.572,0.588,0.588,0.588,0.592,,,,,,,,,,,,,,,,,,,,,,
Location 2,,,Part 1,,,,,02/02/2018,2/15/2018 12:06:05 AM,,,,,23,SN10,Surface Roughness- Post Blast,Pass,200,280,291,286.5,300,,,,,,,,,,,,,,,,,,,,,,
Location 2,,,Part 1,,,,,02/02/2018,2/15/2018 12:06:05 AM,,,,,23,SN10,Inner Cells,Pass,0,327,598,461.1666667,1000,,,,,,,,,,,,,,,,,,,,,,
Location 2,,,Part 1,,,,,02/02/2018,2/15/2018 12:06:05 AM,,,,,23,SN10,Particle Values ( <1.0 p/cm2 at 0.3um),Pass,0,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,
Location 2,,,Part 1,,,,,3/14/2018 10:52:45 PM,3/26/2018 8:35:07 PM,,,,,24,SN10,Incoming Weight,Pass,15,30.4,30.4,30.4,50,,,,,,,,,,,,,,,,,,,,,,
Location 2,,,Part 1,,,,,3/14/2018 10:52:45 PM,3/26/2018 8:35:07 PM,,,,,24,SN10,Post Strip Weight,Pass,15,18.6,18.6,18.6,50,,,,,,,,,,,,,,,,,,,,,,
Location 2,,,Part 1,,,,,3/14/2018 10:52:45 PM,3/26/2018 8:35:07 PM,,,,,24,SN10,CDI - Flatness,Pass,0,0.002,0.002,0.002,0.002,,,,,,,,,,,,,,,,,,,,,,
Location 2,,,Part 1,,,,,3/14/2018 10:52:45 PM,3/26/2018 8:35:07 PM,,,,,24,SN10,CDI - Diameter (Inner)- Post Strip,Pass,17.608,17.645,17.645,17.645,17.656,,,,,,,,,,,,,,,,,,,,,,
Location 2,,,Part 1,,,,,3/14/2018 10:52:45 PM,3/26/2018 8:35:07 PM,,,,,24,SN10,CDI - Upper Lip Radial Thickness,Pass,0.326,0.335,0.335,0.335,0.364,,,,,,,,,,,,,,,,,,,,,,
Location 2,,,Part 1,,,,,3/14/2018 10:52:45 PM,3/26/2018 8:35:07 PM,,,,,24,SN10,CDI - Avg Wall Cell Thickness,Pass,0.126,0.129,0.129,0.129,0.141,,,,,,,,,,,,,,,,,,,,,,
Location 2,,,Part 1,,,,,3/14/2018 10:52:45 PM,3/26/2018 8:35:07 PM,,,,,24,SN10,CDI - Distance,Pass,0.572,0.589,0.589,0.589,0.592,,,,,,,,,,,,,,,,,,,,,,
Location 2,,,Part 1,,,,,3/14/2018 10:52:45 PM,3/26/2018 8:35:07 PM,,,,,24,SN10,Surface Roughness- Post Blast,Pass,200,246,281,271.5,300,,,,,,,,,,,,,,,,,,,,,,
Location 2,,,Part 1,,,,,3/14/2018 10:52:45 PM,3/26/2018 8:35:07 PM,,,,,24,SN10,Inner Cells,Pass,0,336,562,468,1000,,,,,,,,,,,,,,,,,,,,,,
Location 2,,,Part 1,,,,,3/14/2018 10:52:45 PM,3/26/2018 8:35:07 PM,,,,,24,SN10,Particle Values ( <1.0 p/cm2 at 0.3um),Pass,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,
Location 2,,,Part 1,,,,,4/16/2018 7:18:36 PM,4/28/2018 8:27:45 PM,,,,,25,SN10,Incoming Weight,Pass,15,28.2,28.2,28.2,50,,,,,,,,,,,,,,,,,,,,,,
Location 2,,,Part 1,,,,,4/16/2018 7:18:36 PM,4/28/2018 8:27:45 PM,,,,,25,SN10,Post Strip Weight,Pass,15,18.4,18.4,18.4,50,,,,,,,,,,,,,,,,,,,,,,
Location 2,,,Part 1,,,,,4/16/2018 7:18:36 PM,4/28/2018 8:27:45 PM,,,,,25,SN10,CDI - Flatness,Pass,0,0.001,0.001,0.001,0.002,,,,,,,,,,,,,,,,,,,,,,
Location 2,,,Part 1,,,,,4/16/2018 7:18:36 PM,4/28/2018 8:27:45 PM,,,,,25,SN10,CDI - Diameter (Inner)- Post Strip,Pass,17.608,17.645,17.645,17.645,17.656,,,,,,,,,,,,,,,,,,,,,,
Location 2,,,Part 1,,,,,4/16/2018 7:18:36 PM,4/28/2018 8:27:45 PM,,,,,25,SN10,CDI - Upper Lip Radial Thickness,Pass,0.326,0.34,0.34,0.34,0.364,,,,,,,,,,,,,,,,,,,,,,
Location 2,,,Part 1,,,,,4/16/2018 7:18:36 PM,4/28/2018 8:27:45 PM,,,,,25,SN10,CDI - Avg Wall Cell Thickness,Pass,0.126,0.129,0.129,0.129,0.141,,,,,,,,,,,,,,,,,,,,,,
Location 2,,,Part 1,,,,,4/16/2018 7:18:36 PM,4/28/2018 8:27:45 PM,,,,,25,SN10,CDI - Distance,Pass,0.572,0.587,0.587,0.587,0.592,,,,,,,,,,,,,,,,,,,,,,
Location 2,,,Part 1,,,,,4/16/2018 7:18:36 PM,4/28/2018 8:27:45 PM,,,,,25,SN10,Surface Roughness- Post Blast,Pass,200,222,300,259,300,,,,,,,,,,,,,,,,,,,,,,
Location 2,,,Part 1,,,,,4/16/2018 7:18:36 PM,4/28/2018 8:27:45 PM,,,,,25,SN10,Inner Cells,Pass,0,277,618,422.3333333,1000,,,,,,,,,,,,,,,,,,,,,,
Location 2,,,Part 1,,,,,4/16/2018 7:18:36 PM,4/28/2018 8:27:45 PM,,,,,25,SN10,Particle Values ( <1.0 p/cm2 at 0.3um),Pass,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,
Location 2,,,Part 1,,,,,5/25/2018 6:11:00 PM,5/31/2018 3:35:04 PM,,,,,26,SN10,Incoming Weight,Pass,15,27.2,27.2,27.2,50,,,,,,,,,,,,,,,,,,,,,,
Location 2,,,Part 1,,,,,5/25/2018 6:11:00 PM,5/31/2018 3:35:04 PM,,,,,26,SN10,Post Strip Weight,Pass,15,18.4,18.4,18.4,50,,,,,,,,,,,,,,,,,,,,,,
Location 2,,,Part 1,,,,,5/25/2018 6:11:00 PM,5/31/2018 3:35:04 PM,,,,,26,SN10,CDI - Flatness,Pass,0,0.001,0.001,0.001,0.002,,,,,,,,,,,,,,,,,,,,,,
Location 2,,,Part 1,,,,,5/25/2018 6:11:00 PM,5/31/2018 3:35:04 PM,,,,,26,SN10,CDI - Diameter (Inner)- Post Strip,Pass,17.608,17.643,17.643,17.643,17.656,,,,,,,,,,,,,,,,,,,,,,
Location 2,,,Part 1,,,,,5/25/2018 6:11:00 PM,5/31/2018 3:35:04 PM,,,,,26,SN10,CDI - Upper Lip Radial Thickness,Pass,0.326,0.334,0.334,0.334,0.364,,,,,,,,,,,,,,,,,,,,,,
Location 2,,,Part 1,,,,,5/25/2018 6:11:00 PM,5/31/2018 3:35:04 PM,,,,,26,SN10,CDI - Avg Wall Cell Thickness,Pass,0.126,0.127,0.127,0.127,0.141,,,,,,,,,,,,,,,,,,,,,,
Location 2,,,Part 1,,,,,5/25/2018 6:11:00 PM,5/31/2018 3:35:04 PM,,,,,26,SN10,CDI - Distance,Pass,0.572,0.589,0.589,0.589,0.592,,,,,,,,,,,,,,,,,,,,,,
Location 2,,,Part 1,,,,,5/25/2018 6:11:00 PM,5/31/2018 3:35:04 PM,,,,,26,SN10,Surface Roughness- Post Blast,Pass,200,279,291,284.5,300,,,,,,,,,,,,,,,,,,,,,,
Location 2,,,Part 1,,,,,5/25/2018 6:11:00 PM,5/31/2018 3:35:04 PM,,,,,26,SN10,Inner Cells,Pass,0,251,469,345.1666667,1000,,,,,,,,,,,,,,,,,,,,,,
Location 2,,,Part 1,,,,,5/25/2018 6:11:00 PM,5/31/2018 3:35:04 PM,,,,,26,SN10,Particle Values ( <1.0 p/cm2 at 0.3um),Pass,0,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,
Location 2,,,Part 1,,,,,6/20/2018 12:39:04 AM,6/26/2018 11:33:05 PM,,,,,27,SN10,Incoming Weight,Pass,15,27,27,27,50,,,,,,,,,,,,,,,,,,,,,,
Location 2,,,Part 1,,,,,6/20/2018 12:39:04 AM,6/26/2018 11:33:05 PM,,,,,27,SN10,Post Strip Weight,Pass,15,18.4,18.4,18.4,50,,,,,,,,,,,,,,,,,,,,,,
Location 2,,,Part 1,,,,,6/20/2018 12:39:04 AM,6/26/2018 11:33:05 PM,,,,,27,SN10,CDI - Flatness,Pass,0,0.001,0.001,0.001,0.002,,,,,,,,,,,,,,,,,,,,,,
Location 2,,,Part 1,,,,,6/20/2018 12:39:04 AM,6/26/2018 11:33:05 PM,,,,,27,SN10,CDI - Diameter (Inner)- Post Strip,Pass,17.608,17.645,17.645,17.645,17.656,,,,,,,,,,,,,,,,,,,,,,
Location 2,,,Part 1,,,,,6/20/2018 12:39:04 AM,6/26/2018 11:33:05 PM,,,,,27,SN10,CDI - Upper Lip Radial Thickness,Pass,0.326,0.334,0.334,0.334,0.364,,,,,,,,,,,,,,,,,,,,,,
Location 2,,,Part 1,,,,,6/20/2018 12:39:04 AM,6/26/2018 11:33:05 PM,,,,,27,SN10,CDI - Avg Wall Cell Thickness,Pass,0.126,0.127,0.127,0.127,0.141,,,,,,,,,,,,,,,,,,,,,,
Location 2,,,Part 1,,,,,6/20/2018 12:39:04 AM,6/26/2018 11:33:05 PM,,,,,27,SN10,CDI - Distance,Pass,0.572,0.589,0.589,0.589,0.592,,,,,,,,,,,,,,,,,,,,,,
Location 2,,,Part 1,,,,,6/20/2018 12:39:04 AM,6/26/2018 11:33:05 PM,,,,,27,SN10,Surface Roughness- Post Blast,Pass,200,281,317,299.75,300,,,,,,,,,,,,,,,,,,,,,,
Location 2,,,Part 1,,,,,6/20/2018 12:39:04 AM,6/26/2018 11:33:05 PM,,,,,27,SN10,Inner Cells,Pass,0,320,645,519.5,1000,,,,,,,,,,,,,,,,,,,,,,
Location 2,,,Part 1,,,,,6/20/2018 12:39:04 AM,6/26/2018 11:33:05 PM,,,,,27,SN10,Particle Values ( <1.0 p/cm2 at 0.3um),Pass,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,
Location 2,,,Part 1,,,,,7/18/2018 5:48:22 PM,08/01/2018,,,,,28,SN10,Incoming Weight,Pass,15,26.6,26.6,26.6,50,,,,,,,,,,,,,,,,,,,,,,
Location 2,,,Part 1,,,,,7/18/2018 5:48:22 PM,08/01/2018,,,,,28,SN10,Post Strip Weight,Pass,15,18,18,18,50,,,,,,,,,,,,,,,,,,,,,,
Location 2,,,Part 1,,,,,7/18/2018 5:48:22 PM,08/01/2018,,,,,28,SN10,CDI - Flatness,Pass,0,0.002,0.002,0.002,0.002,,,,,,,,,,,,,,,,,,,,,,
Location 2,,,Part 1,,,,,7/18/2018 5:48:22 PM,08/01/2018,,,,,28,SN10,CDI - Diameter (Inner)- Post Strip,Pass,17.608,17.647,17.647,17.647,17.656,,,,,,,,,,,,,,,,,,,,,,
Location 2,,,Part 1,,,,,7/18/2018 5:48:22 PM,08/01/2018,,,,,28,SN10,CDI - Upper Lip Radial Thickness,Pass,0.326,0.334,0.334,0.334,0.364,,,,,,,,,,,,,,,,,,,,,,
Location 2,,,Part 1,,,,,7/18/2018 5:48:22 PM,08/01/2018,,,,,28,SN10,CDI - Avg Wall Cell Thickness,Pass,0.126,0.126,0.126,0.126,0.141,,,,,,,,,,,,,,,,,,,,,,
Location 2,,,Part 1,,,,,7/18/2018 5:48:22 PM,08/01/2018,,,,,28,SN10,CDI - Distance,Pass,0.572,0.59,0.59,0.59,0.592,,,,,,,,,,,,,,,,,,,,,,
Location 2,,,Part 1,,,,,7/18/2018 5:48:22 PM,08/01/2018,,,,,28,SN10,Surface Roughness- Post Blast,Pass,200,274,313,300,300,,,,,,,,,,,,,,,,,,,,,,
Location 2,,,Part 1,,,,,7/18/2018 5:48:22 PM,08/01/2018,,,,,28,SN10,Inner Cells,Pass,0,360,559,471.1666667,1000,,,,,,,,,,,,,,,,,,,,,,
Location 2,,,Part 1,,,,,7/18/2018 5:48:22 PM,08/01/2018,,,,,28,SN10,Particle Values ( <1.0 p/cm2 at 0.3um),Pass,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,
Location 2,,,Part 1,,,,,8/22/2018 9:23:01 PM,09/05/2018,,,,,29,SN10,Incoming Weight,Pass,15,28.4,28.4,28.4,50,,,,,,,,,,,,,,,,,,,,,,
Location 2,,,Part 1,,,,,8/22/2018 9:23:01 PM,09/05/2018,,,,,29,SN10,Post Strip Weight,Pass,15,18.2,18.2,18.2,50,,,,,,,,,,,,,,,,,,,,,,
Location 2,,,Part 1,,,,,8/22/2018 9:23:01 PM,09/05/2018,,,,,29,SN10,CDI - Flatness,Pass,0,0.002,0.002,0.002,0.002,,,,,,,,,,,,,,,,,,,,,,
Location 2,,,Part 1,,,,,8/22/2018 9:23:01 PM,09/05/2018,,,,,29,SN10,CDI - Diameter (Inner)- Post Strip,Pass,17.608,17.645,17.645,17.645,17.656,,,,,,,,,,,,,,,,,,,,,,
Location 2,,,Part 1,,,,,8/22/2018 9:23:01 PM,09/05/2018,,,,,29,SN10,CDI - Upper Lip Radial Thickness,Pass,0.326,0.333,0.333,0.333,0.364,,,,,,,,,,,,,,,,,,,,,,
Location 2,,,Part 1,,,,,8/22/2018 9:23:01 PM,09/05/2018,,,,,29,SN10,CDI - Avg Wall Cell Thickness,Pass,0.126,0.126,0.126,0.126,0.141,,,,,,,,,,,,,,,,,,,,,,
Location 2,,,Part 1,,,,,8/22/2018 9:23:01 PM,09/05/2018,,,,,29,SN10,CDI - Distance,Pass,0.572,0.59,0.59,0.59,0.592,,,,,,,,,,,,,,,,,,,,,,
Location 2,,,Part 1,,,,,8/22/2018 9:23:01 PM,09/05/2018,,,,,29,SN10,Surface Roughness- Post Blast,Pass,200,253,295,272.25,300,,,,,,,,,,,,,,,,,,,,,,
Location 2,,,Part 1,,,,,8/22/2018 9:23:01 PM,09/05/2018,,,,,29,SN10,Inner Cells,Pass,0,313,535,425.8333333,1000,,,,,,,,,,,,,,,,,,,,,,
Location 2,,,Part 1,,,,,8/22/2018 9:23:01 PM,09/05/2018,,,,,29,SN10,Particle Values ( <1.0 p/cm2 at 0.3um),Pass,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,
Location 2,,,Part 1,,,,,10/11/2018,10/19/2018 9:19:48 PM,,,,,30,SN10,Incoming Weight,Pass,15,31.8,31.8,31.8,50,,,,,,,,,,,,,,,,,,,,,,
Location 2,,,Part 1,,,,,10/11/2018,10/19/2018 9:19:48 PM,,,,,30,SN10,Post Strip Weight,Pass,15,18.2,18.2,18.2,50,,,,,,,,,,,,,,,,,,,,,,
Location 2,,,Part 1,,,,,10/11/2018,10/19/2018 9:19:48 PM,,,,,30,SN10,CDI - Flatness,Pass,0,0.002,0.002,0.002,0.002,,,,,,,,,,,,,,,,,,,,,,
Location 2,,,Part 1,,,,,10/11/2018,10/19/2018 9:19:48 PM,,,,,30,SN10,CDI - Diameter (Inner)- Post Strip,Pass,17.608,17.647,17.647,17.647,17.656,,,,,,,,,,,,,,,,,,,,,,
Location 2,,,Part 1,,,,,10/11/2018,10/19/2018 9:19:48 PM,,,,,30,SN10,CDI - Upper Lip Radial Thickness,Pass,0.326,0.333,0.333,0.333,0.364,,,,,,,,,,,,,,,,,,,,,,
Location 2,,,Part 1,,,,,10/11/2018,10/19/2018 9:19:48 PM,,,,,30,SN10,CDI - Avg Wall Cell Thickness,Pass,0.126,0.126,0.126,0.126,0.141,,,,,,,,,,,,,,,,,,,,,,
Location 2,,,Part 1,,,,,10/11/2018,10/19/2018 9:19:48 PM,,,,,30,SN10,CDI - Distance,Pass,0.572,0.59,0.59,0.59,0.592,,,,,,,,,,,,,,,,,,,,,,
Location 2,,,Part 1,,,,,10/11/2018,10/19/2018 9:19:48 PM,,,,,30,SN10,Surface Roughness- Post Blast,Pass,200,281,318,298.25,300,,,,,,,,,,,,,,,,,,,,,,
Location 2,,,Part 1,,,,,10/11/2018,10/19/2018 9:19:48 PM,,,,,30,SN10,Inner Cells,Pass,0,306,719,546.1666667,1000,,,,,,,,,,,,,,,,,,,,,,
Location 2,,,Part 1,,,,,10/11/2018,10/19/2018 9:19:48 PM,,,,,30,SN10,Particle Values ( <1.0 p/cm2 at 0.3um),Pass,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,
Location 2,,,Part 1,,,,,11/29/2018 1:34:47 PM,12/13/2018 8:05:16 PM,,,,,31,SN10,Incoming Weight,Pass,15,30.2,30.2,30.2,50,,,,,,,,,,,,,,,,,,,,,,
Location 2,,,Part 1,,,,,11/29/2018 1:34:47 PM,12/13/2018 8:05:16 PM,,,,,31,SN10,Post Strip Weight,Pass,15,18.2,18.2,18.2,50,,,,,,,,,,,,,,,,,,,,,,
Location 2,,,Part 1,,,,,11/29/2018 1:34:47 PM,12/13/2018 8:05:16 PM,,,,,31,SN10,CDI - Flatness,Pass,0,0.002,0.002,0.002,0.002,,,,,,,,,,,,,,,,,,,,,,
Location 2,,,Part 1,,,,,11/29/2018 1:34:47 PM,12/13/2018 8:05:16 PM,,,,,31,SN10,CDI - Diameter (Inner)- Post Strip,Pass,17.608,17.647,17.647,17.647,17.656,,,,,,,,,,,,,,,,,,,,,,
Location 2,,,Part 1,,,,,11/29/2018 1:34:47 PM,12/13/2018 8:05:16 PM,,,,,31,SN10,CDI - Upper Lip Radial Thickness,Pass,0.326,0.333,0.333,0.333,0.364,,,,,,,,,,,,,,,,,,,,,,
Location 2,,,Part 1,,,,,11/29/2018 1:34:47 PM,12/13/2018 8:05:16 PM,,,,,31,SN10,CDI - Avg Wall Cell Thickness,Pass,0.126,0.126,0.126,0.126,0.141,,,,,,,,,,,,,,,,,,,,,,
Location 2,,,Part 1,,,,,11/29/2018 1:34:47 PM,12/13/2018 8:05:16 PM,,,,,31,SN10,CDI - Distance,Pass,0.572,0.592,0.592,0.592,0.592,,,,,,,,,,,,,,,,,,,,,,
Location 2,,,Part 1,,,,,11/29/2018 1:34:47 PM,12/13/2018 8:05:16 PM,,,,,31,SN10,Surface Roughness- Post Blast,Pass,200,267,291,279.75,300,,,,,,,,,,,,,,,,,,,,,,
Location 2,,,Part 1,,,,,11/29/2018 1:34:47 PM,12/13/2018 8:05:16 PM,,,,,31,SN10,Inner Cells,Pass,0,316,557,431.8333333,1000,,,,,,,,,,,,,,,,,,,,,,
Location 2,,,Part 1,,,,,11/29/2018 1:34:47 PM,12/13/2018 8:05:16 PM,,,,,31,SN10,Particle Values ( <1.0 p/cm2 at 0.3um),Pass,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,
Location 2,,,Part 1,,,,,01/03/2019,1/14/2019 9:28:32 PM,,,,,32,SN10,Incoming Weight,Pass,15,28.2,28.2,28.2,50,,,,,,,,,,,,,,,,,,,,,,
Location 2,,,Part 1,,,,,01/03/2019,1/14/2019 9:28:32 PM,,,,,32,SN10,Post Strip Weight,Pass,15,18,18,18,50,,,,,,,,,,,,,,,,,,,,,,
Location 2,,,Part 1,,,,,01/03/2019,1/14/2019 9:28:32 PM,,,,,32,SN10,CDI - Flatness,Pass,0,0.001,0.001,0.001,0.002,,,,,,,,,,,,,,,,,,,,,,
Location 2,,,Part 1,,,,,01/03/2019,1/14/2019 9:28:32 PM,,,,,32,SN10,CDI - Diameter (Inner)- Post Strip,Pass,17.608,17.647,17.647,17.647,17.656,,,,,,,,,,,,,,,,,,,,,,
Location 2,,,Part 1,,,,,01/03/2019,1/14/2019 9:28:32 PM,,,,,32,SN10,CDI - Upper Lip Radial Thickness,Pass,0.326,0.332,0.332,0.332,0.364,,,,,,,,,,,,,,,,,,,,,,
Location 2,,,Part 1,,,,,01/03/2019,1/14/2019 9:28:32 PM,,,,,32,SN10,CDI - Avg Wall Cell Thickness,Pass,0.126,0.126,0.126,0.126,0.141,,,,,,,,,,,,,,,,,,,,,,
Location 2,,,Part 1,,,,,01/03/2019,1/14/2019 9:28:32 PM,,,,,32,SN10,CDI - Distance,Pass,0.572,0.591,0.591,0.591,0.592,,,,,,,,,,,,,,,,,,,,,,
Location 2,,,Part 1,,,,,01/03/2019,1/14/2019 9:28:32 PM,,,,,32,SN10,Surface Roughness- Post Blast,Pass,200,261,315,299.25,300,,,,,,,,,,,,,,,,,,,,,,
Location 2,,,Part 1,,,,,01/03/2019,1/14/2019 9:28:32 PM,,,,,32,SN10,Inner Cells,Pass,0,323,777,630.5,1000,,,,,,,,,,,,,,,,,,,,,,
Location 2,,,Part 1,,,,,01/03/2019,1/14/2019 9:28:32 PM,,,,,32,SN10,Particle Values ( <1.0 p/cm2 at 0.3um),Pass,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,
Location 2,,,Part 1,,,,,02/08/2019,2/18/2019 12:09:39 PM,,,,,33,SN10,Incoming Weight,Pass,15,28.6,28.6,28.6,50,,,,,,,,,,,,,,,,,,,,,,
Location 2,,,Part 1,,,,,02/08/2019,2/18/2019 12:09:39 PM,,,,,33,SN10,Post Strip Weight,Pass,15,18,18,18,50,,,,,,,,,,,,,,,,,,,,,,
Location 2,,,Part 1,,,,,02/08/2019,2/18/2019 12:09:39 PM,,,,,33,SN10,CDI - Flatness,Pass,0,0.002,0.002,0.002,0.002,,,,,,,,,,,,,,,,,,,,,,
Location 2,,,Part 1,,,,,02/08/2019,2/18/2019 12:09:39 PM,,,,,33,SN10,CDI - Diameter (Inner)- Post Strip,Pass,17.608,17.647,17.647,17.647,17.656,,,,,,,,,,,,,,,,,,,,,,
Location 2,,,Part 1,,,,,02/08/2019,2/18/2019 12:09:39 PM,,,,,33,SN10,CDI - Upper Lip Radial Thickness,Pass,0.326,0.332,0.332,0.332,0.364,,,,,,,,,,,,,,,,,,,,,,
Location 2,,,Part 1,,,,,02/08/2019,2/18/2019 12:09:39 PM,,,,,33,SN10,CDI - Avg Wall Cell Thickness,Pass,0.126,0.126,0.126,0.126,0.141,,,,,,,,,,,,,,,,,,,,,,
Location 2,,,Part 1,,,,,02/08/2019,2/18/2019 12:09:39 PM,,,,,33,SN10,CDI - Distance,Pass,0.572,0.592,0.592,0.592,0.592,,,,,,,,,,,,,,,,,,,,,,
Location 2,,,Part 1,,,,,02/08/2019,2/18/2019 12:09:39 PM,,,,,33,SN10,Surface Roughness- Post Blast,Pass,200,287,300,293.25,300,,,,,,,,,,,,,,,,,,,,,,
Location 2,,,Part 1,,,,,02/08/2019,2/18/2019 12:09:39 PM,,,,,33,SN10,Inner Cells,Pass,0,261,370,302.8333333,1000,,,,,,,,,,,,,,,,,,,,,,
